title;rating;no_genres_listed;action;adventure;animation;children;comedy;fantasy;IMAX;romance;sci-Fi;western;crime;mystery;thriller;drama;horror;film-Noir;documentary;war;musical
Neds (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Cold Fish (Tsumetai nettaigyo) (2010);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Phineas and Ferb the Movie: Across the 2nd Dimension (2011);3,5;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Northanger Abbey (2007);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Avengers, The (2012);3,869565217;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Tinker Tailor Soldier Spy (2011);3,8125;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
Separation, A (Jodaeiye Nader az Simin) (2011);4,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Dangerous Method, A (2011);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Warrior (2011);3,727272727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Ides of March, The (2011);3,222222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Kill List (2011);4,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Killer Elite (2011);2,833333333;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Bellflower (2011);3,5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
50/50 (2011);3,631578947;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Generation P (2011);3,5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0
The Artist (2011);4,045454545;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Gigi (1949);3,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BlinkyTM (2011);3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Take Shelter (2011);3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Three Outlaw Samurai (Sanbiki no samurai) (1964);3,5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Antonio Gaudí (1985);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Real Steel (2011);3;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0
Footloose (2011);2,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Thing, The (2011);3,5;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0
Beautiful Boy (2010);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Tyrannosaur (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Martha Marcy May Marlene (2011);3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
We Need to Talk About Kevin (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Behind Enemy Lines II: Axis of Evil (2006);2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Three Musketeers, The (2011);3,166666667;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
In Time (2011);3,392857143;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
Margaret (2011);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Carnage (2011);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Margin Call (2011);3,785714286;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Paranormal Activity 3 (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Puncture (2011);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Johnny English Reborn (2011);3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Abduction (2011);3,5;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
This Must Be the Place (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Shame (2011);3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
What's Your Number? (2011);4,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Headhunters (Hodejegerne) (2011);3,6;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Batman: Year One (2011);3,666666667;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Miss Representation (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Puss in Boots (2011);3,5625;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Tower Heist (2011);3,5;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
J. Edgar (2011);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Double, The (2011);1,5;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0
Adventures of Tintin, The (2011);3,5;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Starsuckers (2009);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Tomboy (2011);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
George Harrison: Living in the Material World (2011);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Hugo (2011);3,75;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Immortals (2011);2,666666667;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Jack and Jill (2011);2,3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Into the Abyss (2011);5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Sign of Four, The (1987);3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Descendants, The (2011);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Like Crazy (2011);2,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Muppets, The (2011);2,6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Twilight Saga: Breaking Dawn - Part 1, The (2011);2,214285714;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
War Horse (2011);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Rum Diary, The (2011);3,583333333;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Lifted (2006);4;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Hipsters (Stilyagi) (2008);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
Another Cinderella Story (2008);2,5;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
Bunraku (2010);1,5;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Sitter, The (2011);2,9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Extremely Loud and Incredibly Close (2011);2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Play the Game (2009);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994);3,75;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Asterix and the Vikings (Astérix et les Vikings) (2006);5;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Happy Feet Two (2011);5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Arthur Christmas (2011);0,5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Violet & Daisy (2011);3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Bullet to the Head (2012);1,5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
Expendables 2, The (2012);3,5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Snowman, The (1982);3,75;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
The Hunger Games (2012);3,435185185;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
Dark Knight Rises, The (2012);3,993421053;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Bourne Legacy, The (2012);3,138888889;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
Sherlock Holmes: A Game of Shadows (2011);3,763157895;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Coriolanus (2011);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Young Adult (2011);2,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
New Year's Eve (2011);2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Mission: Impossible - Ghost Protocol (2011);3,659090909;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
We Bought a Zoo (2011);3,3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Girl with the Dragon Tattoo, The (2011);3,488095238;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Darkest Hour, The (2011);2,5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Last Holiday (1950);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Alvin and the Chipmunks: Chipwrecked (2011);1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salvation Boulevard (2011);1,5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Friends with Kids (2011);3,666666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Girl Walks Into a Bar (2011);4,5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Contraband (2012);3;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Way South, The (De weg naar het zuiden) (1981);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Being Elmo: A Puppeteer's Journey (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Joyful Noise (2012);1,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Iron Lady, The (2011);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Albatross (2011);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Revenant, The (2009);4,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Underworld: Awakening (2012);3,8;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0
Grey, The (2012);2,916666667;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Man on a Ledge (2012);3,166666667;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Sacrifice (Zhao shi gu er) (2010);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Haywire (2011);2,833333333;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Contact High (2009);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Whistleblower, The (2010);3,25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Einstein and Eddington (2008);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Apollo 18 (2011);2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Seeking Justice (2011);2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Red Tails (2012);1,5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Flowers of War, The (Jin líng shí san chai) (2011);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Intouchables (2011);4,108108108;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
One for the Money (2012);2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Innkeepers, The (2011);2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Puss in Boots (Nagagutsu o haita neko) (1969);4;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Grave Encounters (2011);3,166666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Chronicle (2012);3,375;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Woman in Black, The (2012);3,75;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
Woman in Love (Rubbeldiekatz) (2011);1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Art of Getting By, The (2011);3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
All Watched Over by Machines of Loving Grace (2011);4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Dylan Moran: Monster (2004);5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Safe House (2012);3,375;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Vow, The (2012);2,666666667;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Louis C.K.: Live at the Beacon Theater (2011);4,3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pitfall (Otoshiana) (1962);3,5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
Monsieur Lazhar (2011);4,5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
For a Good Time, Call... (2012);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Janie Jones (2010);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Journey 2: The Mysterious Island (2012);0,5;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Perfect Sense (2011);4,25;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001);2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Atomic Brain, The (1963);3,5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Ghost Rider: Spirit of Vengeance (2012);1,6;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Prayers for Bobby (2009);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Very Potter Musical, A (2009);4,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Very Potter Sequel, A (2010);5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Miss Nobody (2010);5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Civil War, The (1990);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Ro.Go.Pa.G. (1963);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mega Shark vs. Crocosaurus (2010);1,5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Red Hill (2010);3;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
Mickey's The Prince and the Pauper (1990);2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gone (2012);1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Project X (2012);2,0625;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dr. Seuss' The Lorax (2012);3,1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1
Big Year, The (2011);3,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Act of Valor (2012);3,75;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Trailer Park Boys (1999);5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
This Means War (2012);2,636363636;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
John Carter (2012);3,090909091;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Goon (2011);3,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Ledge, The (2011);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
21 Jump Street (2012);3,865384615;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Jeff, Who Lives at Home (2012);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Lockout (2012);3,166666667;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Snowtown (Snowtown Murders, The) (2011);2,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Space Battleship Yamato (2010);3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Jiro Dreams of Sushi (2011);4,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Damsels in Distress (2011);2,25;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Salmon Fishing in the Yemen (2011);1,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Wrath of the Titans (2012);2,625;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Detachment (2011);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Iron Sky (2012);3,75;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Absentia (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
American Reunion (American Pie 4) (2012);2,625;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Raid: Redemption (2011);4,333333333;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Cabin in the Woods, The (2012);4,022727273;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0
God Bless America (2011);4,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Three Stooges, The (2012);1,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Raven, The (2012);2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
North & South (2004);4,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Big Bang, The (2011);1,5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Mirror Mirror (2012);3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Battleship (2012);2,333333333;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
Best Exotic Marigold Hotel, The (2011);3,875;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Comic-Con Episode IV: A Fan's Hope (2011);2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bully (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Hysteria (2011);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Dante's Inferno: An Animated Epic (2010);3;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Atomic Submarine, The (1959);3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Five-Year Engagement, The (2012);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Think Like a Man (2012);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lucky One, The (2012);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Safe (2012);3,5;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Dark Shadows (2012);2,5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
96 Minutes (2011);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Decoy Bride, The (2011);3,666666667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Rocket Singh: Salesman of the Year (2009);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Dictator, The (2012);3,558823529;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Walking with Monsters (2005);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Men in Black III (M.III.B.) (M.I.B.³) (2012);3,277777778;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Snow White and the Huntsman (2012);2,833333333;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sound of My Voice (2011);3,5;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
Eva (2011);5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0
Pirates! Band of Misfits, The (2012);3,333333333;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prometheus (2012);3,296296296;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
Pact, The (2012);3,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Bernie (2011);3,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Inhale (2010);2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Take This Waltz (2011);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Wanderlust (2012);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moonrise Kingdom (2012);3,775862069;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Get the Gringo (2012);3,833333333;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Superman/Doomsday (2007);4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thousand Words, A (2012);2,833333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Safety Not Guaranteed (2012);3,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Madagascar 3: Europe's Most Wanted (2012);3,388888889;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Your Sister's Sister (2011);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986);3,5;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987);3,25;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Superman/Batman: Public Enemies (2009);5;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988);3,5;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990);4;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Brave (2012);3,466666667;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beauty and the Beast: The Enchanted Christmas (1997);4;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
Front of the Class (2008);5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990);3;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Pocahontas II: Journey to a New World (1998);2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
What to Expect When You're Expecting (2012);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
To Rome with Love (2012);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Abraham Lincoln: Vampire Hunter (2012);2,75;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
First Position (2011);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Rock of Ages (2012);2,75;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1
Seeking a Friend for the End of the World (2012);4,166666667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Presto (2008);5;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Jack-Jack Attack (2005);4,5;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
One Man Band (2005);3,833333333;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ted (2012);3,285714286;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Magic Mike (2012);2,7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992);4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991);4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992);3,75;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993);4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
